sessionId,blockIndex,unityApplicationFps,testMode,closeRadius,weapon,phase,phaseStartIso,roundNumber,frameIndex,timeSinceStartSec,unscaledDeltaMs,mouseX,mouseY,mouseDeltaX,mouseDeltaY,ufoX,ufoY,towerX,side,leftButtonDown,leftButtonPressed,fireKeyDown,shotFired,shotHitX,stimulusMs,spikeFired,stutterMs,windowOpen,threshEstimateMs,sd,slopeEstimate,lapseEstimate,accuracy,score,cfg_weapon,cfg_unityApplicationFps,cfg_practiceStuttersMs,cfg_swSpikeDelayMinSec,cfg_swSpikeDelayMaxSec,cfg_swWindowSec,cfg_swRespikeMinSec,cfg_swRespikeMaxSec,cfg_swMaxEarlyPerRound,cfg_maxSpikesPerRound,cfg_roundTimeoutSec,cfg_hitPoints,cfg_missPoints,cfg_stimMinMs,cfg_stimMaxMs,cfg_stimCount,cfg_threshMinMs,cfg_threshMaxMs,cfg_threshCount,cfg_slopeMin,cfg_slopeMax,cfg_slopeCount,cfg_lapseMin,cfg_lapseMax,cfg_lapseCount,cfg_guessRate,cfg_maxTrials,cfg_minTrials,cfg_stopSD
49,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-14T12:17:44.5095717-04:00,0,0,0.00000,16.4551,2558.70,1092.17,0.000,0.000,2.9110,9.4237,7.3618,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
49,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-14T12:17:44.5095717-04:00,0,1,0.01512,15.1249,2558.70,1092.17,0.000,0.000,2.9110,9.4237,7.3618,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
49,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-14T12:17:44.5095717-04:00,0,2,0.03362,18.4972,2558.70,1092.17,0.000,0.000,2.9110,9.4237,7.3618,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
49,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-14T12:17:44.5095717-04:00,0,3,0.05040,16.7820,2558.70,1092.17,0.000,0.000,2.9110,9.4237,7.3618,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
49,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-14T12:17:44.5095717-04:00,0,4,0.06540,14.9947,2558.70,1092.17,0.000,0.000,2.9110,9.4237,7.3618,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
49,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-14T12:17:44.5095717-04:00,0,5,0.08400,18.6033,2558.70,1092.17,0.000,0.000,2.9110,9.4237,7.3618,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
49,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-14T12:17:44.5095717-04:00,0,6,0.10018,16.1772,2558.70,1092.17,0.000,0.000,2.9110,9.4237,7.3618,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
49,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-14T12:17:44.5095717-04:00,0,7,0.11664,16.4589,2558.70,1092.17,0.000,0.000,2.9110,9.4237,7.3618,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
49,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-14T12:17:44.5095717-04:00,0,8,0.13402,17.3836,2558.70,1092.17,0.000,0.000,2.9110,9.4237,7.3618,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
49,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-14T12:17:44.5095717-04:00,0,9,0.15014,16.1194,2558.70,1092.17,0.000,0.000,2.9110,9.4237,7.3618,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
