sessionId,blockIndex,unityApplicationFps,testMode,closeRadius,weapon,phase,phaseStartIso,roundNumber,timeSinceStartSec,timeSinceLastShotSec,stimulusMs,spikesSinceLastShot,stuttersMs,stutterMeanMs,stutterSdMs,stutterMinMs,stutterMaxMs,isHit,totalScore,outcome,playerFired,countedByStaircase,trialStartSec,spikeAtSec,firedAtSec,reactionSec,spikeDelaySec,windowSec,hitX,missDistX,towerX,ufoY,side,threshEstimateMs,sd,slopeEstimate,lapseEstimate,cfg_weapon,cfg_unityApplicationFps,cfg_practiceStuttersMs,cfg_amSpikeDelayMinSec,cfg_amSpikeDelayMaxSec,cfg_amWindowMinSec,cfg_amWindowMaxSec,cfg_hitPoints,cfg_missPoints,cfg_stimMinMs,cfg_stimMaxMs,cfg_stimCount,cfg_threshMinMs,cfg_threshMaxMs,cfg_threshCount,cfg_slopeMin,cfg_slopeMax,cfg_slopeCount,cfg_lapseMin,cfg_lapseMax,cfg_lapseCount,cfg_guessRate,cfg_maxTrials,cfg_minTrials,cfg_stopSD
33,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T11:46:23.5384005-04:00,1,6.1205,6.1205,450.000,1,450.01,450.013,0.000,450.013,450.013,1,100.00,detected,1,0,0.0175,5.3844,6.1253,0.7409,4.9139,3.0827,-4.4579,-8.1048,3.6469,8.8739,Left,127.500,71.914,4.500,0.0300,antimatter,60,450;300;200;100;50,2,8,2.5,3.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
33,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T11:46:23.5384005-04:00,2,13.0765,6.9559,300.000,0,,0.000,0.000,0.000,0.000,0,90.00,early,1,0,8.8426,,13.0770,,7.6425,2.9692,11.6708,26.2276,-14.5568,8.1787,Right,127.500,71.914,4.500,0.0300,antimatter,60,450;300;200;100;50,2,8,2.5,3.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
33,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T11:46:23.5384005-04:00,3,25.0473,11.9708,200.000,1,200.00,200.000,0.000,200.000,200.000,1,190.00,detected,1,0,15.7433,23.2947,25.0477,1.7530,7.3432,2.7118,-1.9161,-0.7578,-1.1583,7.8665,Left,127.500,71.914,4.500,0.0300,antimatter,60,450;300;200;100;50,2,8,2.5,3.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
33,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T11:46:23.5384005-04:00,4,30.7165,5.6693,100.000,1,100.00,100.000,0.000,100.000,100.000,1,290.00,detected,1,0,27.7140,30.1473,30.7170,0.5696,2.3294,3.3375,2.3868,-8.7957,11.1826,8.2685,Left,127.500,71.914,4.500,0.0300,antimatter,60,450;300;200;100;50,2,8,2.5,3.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
33,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T11:46:23.5384005-04:00,5,41.5876,10.8710,50.000,1,50.00,50.000,0.010,50.000,50.000,0,280.00,timeout,0,0,33.4167,38.3516,,,4.8691,3.2323,,,5.4141,6.0551,Right,127.500,71.914,4.500,0.0300,antimatter,60,450;300;200;100;50,2,8,2.5,3.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
33,1,60,FrameTimeStutter,6.000,antimatter,main,2026-08-31T11:47:09.8073483-04:00,1,9.5980,9.5980,111.795,1,111.80,111.795,0.021,111.795,111.795,0,-10.00,timeout,0,1,0.0171,6.9283,,,6.7841,2.6588,,,20.9790,14.2638,Left,176.569,51.035,4.701,0.0311,antimatter,60,450;300;200;100;50,2,8,2.5,3.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
