sessionId,blockIndex,blockOrdinal,latinRow,latinOrder,weaponRun,unityApplicationFps,testMode,closeRadius,weapon,phase,phaseStartIso,roundNumber,attemptInRound,roundEnded,timeSinceStartSec,timeSinceLastShotSec,stimulusMs,spikesSinceLastShot,spikeIndexInRound,swallowedPresses,stuttersMs,stutterAtSec,stutterMeanMs,stutterSdMs,stutterMinMs,stutterMaxMs,isHit,totalScore,outcome,playerFired,countedByStaircase,trialStartSec,spikeAtSec,firedAtSec,reactionSec,spikeDelaySec,windowSec,hitX,missDistX,towerX,ufoY,side,threshEstimateMs,sd,slopeEstimate,lapseEstimate,cfg_weapon,cfg_unityApplicationFps,cfg_practiceStuttersMs,cfg_practiceRepeatStuttersMs,cfg_swSpikeDelayMinSec,cfg_swSpikeDelayMaxSec,cfg_swWindowSec,cfg_swRespikeMinSec,cfg_swRespikeMaxSec,cfg_swMaxEarlyPerRound,cfg_maxSpikesPerRound,cfg_roundTimeoutSec,cfg_hitPoints,cfg_missPoints,cfg_stimMinMs,cfg_stimMaxMs,cfg_stimCount,cfg_threshMinMs,cfg_threshMaxMs,cfg_threshCount,cfg_slopeMin,cfg_slopeMax,cfg_slopeCount,cfg_lapseMin,cfg_lapseMax,cfg_lapseCount,cfg_guessRate,cfg_maxTrials,cfg_minTrials,cfg_stopSD
4,4,1,4,4;1;3;2,1,500,FrameTimeStutter,5.000,shockwave,practice,2026-09-21T11:58:59.0505026-04:00,1,1,1,3.3701,3.3701,450.000,1,1,0,450.02,3.0237,450.018,0.084,450.018,450.018,1,100.00,detected,1,0,0.0098,3.0237,3.3755,0.3518,2.5628,0.3500,-2.7941,1.1547,-3.9488,9.0026,Right,127.500,71.914,4.000,0.0300,shockwave,500,450;300;200;100;50,450,1.5,3,0.35,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,7,10,0,0.06,4,0.412,50,8,5
4,4,1,4,4;1;3;2,1,500,FrameTimeStutter,5.000,shockwave,practice,2026-09-21T11:58:59.0505026-04:00,2,1,1,9.3961,6.0260,300.000,1,1,0,300.00,9.1097,300.000,0.000,300.000,300.000,1,200.00,detected,1,0,6.0299,9.1097,9.3965,0.2867,2.7793,0.3500,8.9640,-0.1150,9.0791,8.0510,Right,127.500,71.914,4.000,0.0300,shockwave,500,450;300;200;100;50,450,1.5,3,0.35,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,7,10,0,0.06,4,0.412,50,8,5
4,4,1,4,4;1;3;2,1,500,FrameTimeStutter,5.000,shockwave,practice,2026-09-21T11:58:59.0505026-04:00,3,1,1,14.8360,5.4398,200.000,1,1,0,200.00,14.5450,200.000,0.000,200.000,200.000,1,300.00,detected,1,0,12.0571,14.5450,14.8363,0.2912,2.2861,0.3500,-11.4282,-25.1426,13.7144,9.3968,Left,127.500,71.914,4.000,0.0300,shockwave,500,450;300;200;100;50,450,1.5,3,0.35,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,7,10,0,0.06,4,0.412,50,8,5
4,4,1,4,4;1;3;2,1,500,FrameTimeStutter,5.000,shockwave,practice,2026-09-21T11:58:59.0505026-04:00,4,1,1,20.5644,5.7284,100.000,1,1,0,100.00,20.2656,100.000,0.000,100.000,100.000,1,400.00,detected,1,0,17.4940,20.2656,20.5647,0.2991,2.6691,0.3500,0.6078,-6.4044,7.0123,8.6281,Left,127.500,71.914,4.000,0.0300,shockwave,500,450;300;200;100;50,450,1.5,3,0.35,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,7,10,0,0.06,4,0.412,50,8,5
4,4,1,4,4;1;3;2,1,500,FrameTimeStutter,5.000,shockwave,practice,2026-09-21T11:58:59.0505026-04:00,5,1,1,26.4683,5.9040,50.000,1,1,0,50.00,26.1760,50.000,0.000,50.000,50.000,1,500.00,detected,1,0,23.2264,26.1760,26.4687,0.2927,2.8990,0.3500,-5.9028,-17.5469,11.6441,7.8230,Left,127.500,71.914,4.000,0.0300,shockwave,500,450;300;200;100;50,450,1.5,3,0.35,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,7,10,0,0.06,4,0.412,50,8,5
4,4,1,4,4;1;3;2,1,500,FrameTimeStutter,5.000,shockwave,main,2026-09-21T11:59:29.8662000-04:00,1,1,0,2.8992,2.8992,105.513,1,1,0,105.51,2.5150,105.513,0.000,105.513,105.513,0,-10.00,late,1,1,0.0032,2.5150,2.8995,0.3845,2.4040,0.3500,0.4425,12.8174,-12.3749,7.7128,Right,175.130,50.955,4.178,0.0309,shockwave,500,450;300;200;100;50,450,1.5,3,0.35,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,7,10,0,0.06,4,0.412,50,8,5
