sessionId,blockIndex,unityApplicationFps,testMode,closeRadius,weapon,phase,phaseStartIso,roundNumber,frameIndex,timeSinceStartSec,unscaledDeltaMs,mouseX,mouseY,mouseDeltaX,mouseDeltaY,ufoX,ufoY,towerX,side,leftButtonDown,leftButtonPressed,fireKeyDown,shotFired,shotHitX,stimulusMs,spikeFired,stutterMs,windowOpen,threshEstimateMs,sd,slopeEstimate,lapseEstimate,accuracy,score,cfg_weapon,cfg_unityApplicationFps,cfg_practiceStuttersMs,cfg_amSpikeDelayMinSec,cfg_amSpikeDelayMaxSec,cfg_amWindowMinSec,cfg_amWindowMaxSec,cfg_hitPoints,cfg_missPoints,cfg_stimMinMs,cfg_stimMaxMs,cfg_stimCount,cfg_threshMinMs,cfg_threshMaxMs,cfg_threshCount,cfg_slopeMin,cfg_slopeMax,cfg_slopeCount,cfg_lapseMin,cfg_lapseMax,cfg_lapseCount,cfg_guessRate,cfg_maxTrials,cfg_minTrials,cfg_stopSD
37,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T17:32:23.9802087-04:00,0,0,0.00000,15.0403,1654.41,1233.63,0.000,0.000,-22.4689,2.0000,-0.2204,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
37,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T17:32:23.9802087-04:00,0,1,0.01672,16.7148,1654.41,1233.63,0.000,0.000,-22.4689,2.0000,-0.2204,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
37,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T17:32:23.9802087-04:00,0,2,0.03262,15.9005,1654.41,1233.63,0.000,0.000,-22.4689,2.0000,-0.2204,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
37,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T17:32:23.9802087-04:00,0,3,0.04963,17.0181,1654.41,1233.63,0.000,0.000,-22.4689,2.0000,-0.2204,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
37,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T17:32:23.9802087-04:00,0,4,0.06630,16.6706,1654.41,1233.63,0.000,0.000,-22.4689,2.0000,-0.2204,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
37,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T17:32:23.9802087-04:00,0,5,0.08274,16.4357,1654.41,1233.63,0.000,0.000,-22.4689,2.0000,-0.2204,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
37,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T17:32:23.9802087-04:00,0,6,0.09924,16.5048,1654.41,1233.63,0.000,0.000,-22.4689,2.0000,-0.2204,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
37,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T17:32:23.9802087-04:00,0,7,0.11614,16.8974,1654.41,1233.63,0.000,0.000,-22.4689,2.0000,-0.2204,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
37,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T17:32:23.9802087-04:00,0,8,0.13279,16.6458,1654.41,1233.63,0.000,0.000,-22.4689,2.0000,-0.2204,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
37,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T17:32:23.9802087-04:00,0,9,0.14959,16.8020,1654.41,1233.63,0.000,0.000,-22.4689,2.0000,-0.2204,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
37,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T17:32:23.9802087-04:00,0,10,0.16596,16.3716,1654.41,1233.63,0.000,0.000,-22.4689,2.0000,-0.2204,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
37,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T17:32:23.9802087-04:00,0,11,0.18350,17.5377,1654.41,1233.63,0.000,0.000,-22.4689,2.0000,-0.2204,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
37,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T17:32:23.9802087-04:00,0,12,0.19942,15.9197,1654.41,1233.63,0.000,0.000,-22.4689,2.0000,-0.2204,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
37,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T17:32:23.9802087-04:00,0,13,0.21615,16.7339,1654.41,1233.63,0.000,0.000,-22.4689,2.0000,-0.2204,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
37,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T17:32:23.9802087-04:00,0,14,0.23257,16.4190,1654.41,1233.63,0.000,0.000,-22.4689,2.0000,-0.2204,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
