sessionId,blockIndex,unityApplicationFps,testMode,closeRadius,weapon,phase,phaseStartIso,roundNumber,attemptInRound,roundEnded,timeSinceStartSec,timeSinceLastShotSec,stimulusMs,spikesSinceLastShot,spikeIndexInRound,stuttersMs,stutterMeanMs,stutterSdMs,stutterMinMs,stutterMaxMs,isHit,totalScore,outcome,playerFired,countedByStaircase,trialStartSec,spikeAtSec,firedAtSec,reactionSec,spikeDelaySec,windowSec,hitX,missDistX,towerX,ufoY,side,threshEstimateMs,sd,slopeEstimate,lapseEstimate,cfg_weapon,cfg_unityApplicationFps,cfg_practiceStuttersMs,cfg_swSpikeDelayMinSec,cfg_swSpikeDelayMaxSec,cfg_swWindowSec,cfg_swRespikeMinSec,cfg_swRespikeMaxSec,cfg_swMaxEarlyPerRound,cfg_maxSpikesPerRound,cfg_roundTimeoutSec,cfg_hitPoints,cfg_missPoints,cfg_stimMinMs,cfg_stimMaxMs,cfg_stimCount,cfg_threshMinMs,cfg_threshMaxMs,cfg_threshCount,cfg_slopeMin,cfg_slopeMax,cfg_slopeCount,cfg_lapseMin,cfg_lapseMax,cfg_lapseCount,cfg_guessRate,cfg_maxTrials,cfg_minTrials,cfg_stopSD
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,9,0,20.6686,0.3327,200.000,0,1,,0.000,0.000,0.000,0.000,0,110.00,early,1,0,10.5452,12.9663,20.6691,7.7028,2.2193,0.5000,8.2137,15.3506,-7.1369,8.0883,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,10,0,21.0022,0.3336,200.000,0,1,,0.000,0.000,0.000,0.000,0,100.00,early,1,0,10.5452,12.9663,21.0027,8.0364,2.2193,0.5000,8.2137,15.3506,-7.1369,8.0883,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,11,0,21.3189,0.3167,200.000,0,1,,0.000,0.000,0.000,0.000,0,90.00,early,1,0,10.5452,12.9663,21.3194,8.3531,2.2193,0.5000,8.2137,15.3506,-7.1369,8.0883,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,12,0,21.6685,0.3496,200.000,0,1,,0.000,0.000,0.000,0.000,0,80.00,early,1,0,10.5452,12.9663,21.6690,8.7027,2.2193,0.5000,8.2137,15.3506,-7.1369,8.0883,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,13,0,21.9852,0.3167,200.000,0,1,,0.000,0.000,0.000,0.000,0,70.00,early,1,0,10.5452,12.9663,21.9857,9.0194,2.2193,0.5000,8.2137,15.3506,-7.1369,8.0883,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,14,0,22.3022,0.3170,200.000,0,1,,0.000,0.000,0.000,0.000,0,60.00,early,1,0,10.5452,12.9663,22.3027,9.3364,2.2193,0.5000,8.2137,15.3506,-7.1369,8.0883,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,15,0,22.6185,0.3163,200.000,0,1,,0.000,0.000,0.000,0.000,0,50.00,early,1,0,10.5452,12.9663,22.6190,9.6527,2.2193,0.5000,8.2137,15.3506,-7.1369,8.0883,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,16,0,22.9692,0.3507,200.000,0,1,,0.000,0.000,0.000,0.000,0,40.00,early,1,0,10.5452,12.9663,22.9697,10.0034,2.2193,0.5000,8.2137,15.3506,-7.1369,8.0883,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,17,0,23.3025,0.3333,200.000,0,1,,0.000,0.000,0.000,0.000,0,30.00,early,1,0,10.5452,12.9663,23.3030,10.3367,2.2193,0.5000,8.2137,15.3506,-7.1369,8.0883,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,18,0,23.6526,0.3501,200.000,0,1,,0.000,0.000,0.000,0.000,0,20.00,early,1,0,10.5452,12.9663,23.6531,10.6868,2.2193,0.5000,8.2137,15.3506,-7.1369,8.0883,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,19,0,23.9859,0.3332,200.000,0,1,,0.000,0.000,0.000,0.000,0,10.00,early,1,0,10.5452,12.9663,23.9863,11.0200,2.2193,0.5000,8.2137,15.3506,-7.1369,8.0883,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,20,0,24.7357,0.7498,200.000,0,1,,0.000,0.000,0.000,0.000,0,0.00,early,1,0,10.5452,12.9663,24.7367,11.7704,2.2193,0.5000,-13.3462,-6.2093,-7.1369,9.5848,Left,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,21,0,25.4529,0.7173,200.000,0,1,,0.000,0.000,0.000,0.000,0,-10.00,early,1,0,10.5452,12.9663,25.4534,12.4871,2.2193,0.5000,-13.3462,-6.2093,-7.1369,9.5848,Left,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,22,0,25.9407,0.4878,200.000,0,1,,0.000,0.000,0.000,0.000,0,-20.00,early,1,0,10.5452,12.9663,25.9412,12.9749,2.2193,0.5000,-13.3462,-6.2093,-7.1369,9.5848,Left,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,23,0,26.2907,0.3500,200.000,0,1,,0.000,0.000,0.000,0.000,0,-30.00,early,1,0,10.5452,12.9663,26.2912,13.3249,2.2193,0.5000,-13.3462,-6.2093,-7.1369,9.5848,Left,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,24,0,27.0574,0.7667,200.000,0,1,,0.000,0.000,0.000,0.000,0,-40.00,early,1,0,10.5452,12.9663,27.0579,14.0916,2.2193,0.5000,-1.2389,5.8980,-7.1369,8.7595,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,25,0,27.5580,0.5006,200.000,0,1,,0.000,0.000,0.000,0.000,0,-50.00,early,1,0,10.5452,12.9663,27.5585,14.5922,2.2193,0.5000,-0.3250,6.8119,-7.1369,8.7433,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,26,0,28.0910,0.5329,200.000,0,1,,0.000,0.000,0.000,0.000,0,-60.00,early,1,0,10.5452,12.9663,28.0914,15.1251,2.2193,0.5000,-0.3250,6.8119,-7.1369,8.7433,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,27,0,28.3914,0.3005,200.000,0,1,,0.000,0.000,0.000,0.000,0,-70.00,early,1,0,10.5452,12.9663,28.3919,15.4256,2.2193,0.5000,-0.3250,6.8119,-7.1369,8.7433,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,28,0,28.7909,0.3995,200.000,0,1,,0.000,0.000,0.000,0.000,0,-80.00,early,1,0,10.5452,12.9663,28.7914,15.8251,2.2193,0.5000,-0.3250,6.8119,-7.1369,8.7433,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,29,0,29.2579,0.4670,200.000,0,1,,0.000,0.000,0.000,0.000,0,-90.00,early,1,0,10.5452,12.9663,29.2584,16.2921,2.2193,0.5000,-0.3250,6.8119,-7.1369,8.7433,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,30,0,29.8243,0.5664,200.000,0,1,,0.000,0.000,0.000,0.000,0,-100.00,early,1,0,10.5452,12.9663,29.8248,16.8585,2.2193,0.5000,-0.3250,6.8119,-7.1369,8.7433,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,31,0,31.6078,1.7835,200.000,0,1,,0.000,0.000,0.000,0.000,0,-110.00,early,1,0,10.5452,12.9663,31.6083,18.6420,2.2193,0.5000,-0.3250,6.8119,-7.1369,8.7433,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,32,0,31.9583,0.3505,200.000,0,1,,0.000,0.000,0.000,0.000,0,-120.00,early,1,0,10.5452,12.9663,31.9587,18.9924,2.2193,0.5000,-0.3250,6.8119,-7.1369,8.7433,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,33,0,32.2909,0.3326,200.000,0,1,,0.000,0.000,0.000,0.000,0,-130.00,early,1,0,10.5452,12.9663,32.2914,19.3251,2.2193,0.5000,-0.3250,6.8119,-7.1369,8.7433,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,34,0,32.6071,0.3162,200.000,0,1,,0.000,0.000,0.000,0.000,0,-140.00,early,1,0,10.5452,12.9663,32.6076,19.6413,2.2193,0.5000,-0.3250,6.8119,-7.1369,8.7433,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,35,0,32.9407,0.3336,200.000,0,1,,0.000,0.000,0.000,0.000,0,-150.00,early,1,0,10.5452,12.9663,32.9412,19.9748,2.2193,0.5000,-0.3250,6.8119,-7.1369,8.7433,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,36,0,33.2744,0.3337,200.000,0,1,,0.000,0.000,0.000,0.000,0,-160.00,early,1,0,10.5452,12.9663,33.2749,20.3086,2.2193,0.5000,-0.3250,6.8119,-7.1369,8.7433,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,37,0,33.5917,0.3173,200.000,0,1,,0.000,0.000,0.000,0.000,0,-170.00,early,1,0,10.5452,12.9663,33.5921,20.6258,2.2193,0.5000,-0.3250,6.8119,-7.1369,8.7433,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,38,0,33.9407,0.3490,200.000,0,1,,0.000,0.000,0.000,0.000,0,-180.00,early,1,0,10.5452,12.9663,33.9412,20.9749,2.2193,0.5000,-0.3250,6.8119,-7.1369,8.7433,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,39,0,34.2743,0.3336,200.000,0,1,,0.000,0.000,0.000,0.000,0,-190.00,early,1,0,10.5452,12.9663,34.2748,21.3085,2.2193,0.5000,-0.3250,6.8119,-7.1369,8.7433,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,40,0,34.6076,0.3333,200.000,0,1,,0.000,0.000,0.000,0.000,0,-200.00,early,1,0,10.5452,12.9663,34.6081,21.6418,2.2193,0.5000,-0.3250,6.8119,-7.1369,8.7433,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,41,1,37.4947,2.8871,200.000,1,2,200.00,200.000,0.000,200.000,200.000,1,-100.00,detected,1,0,10.5452,37.1080,37.4952,0.3872,2.2848,0.5000,-0.3250,6.8119,-7.1369,8.7433,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,4,1,0,40.5610,3.0663,100.000,0,0,,0.000,0.000,0.000,0.000,0,-110.00,early,1,0,40.2114,,40.5615,,,0.5000,-7.3475,-13.6762,6.3287,9.1089,Left,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,4,2,0,40.8779,0.3169,100.000,0,0,,0.000,0.000,0.000,0.000,0,-120.00,early,1,0,40.2114,,40.8784,,,0.5000,-7.3475,-13.6762,6.3287,9.1089,Left,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,4,3,0,41.2107,0.3328,100.000,0,0,,0.000,0.000,0.000,0.000,0,-130.00,early,1,0,40.2114,,41.2112,,,0.5000,-7.3479,-13.6766,6.3287,9.1272,Left,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,4,4,1,43.2978,2.0871,100.000,1,1,100.00,100.000,0.000,100.000,100.000,1,-30.00,detected,1,0,40.2114,42.8614,43.2983,0.4369,1.5379,0.5000,2.7658,-3.5630,6.3287,8.4714,Left,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,5,1,0,46.3971,3.0994,50.000,0,0,,0.000,0.000,0.000,0.000,0,-40.00,early,1,0,46.0321,,46.3977,,,0.5000,18.3505,35.1408,-16.7903,8.8736,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,5,2,0,48.9836,2.5864,50.000,1,1,50.00,50.000,0.000,50.000,50.000,0,-50.00,late,1,0,46.0321,48.2464,48.9840,0.7376,1.7922,0.5000,17.7290,34.5192,-16.7903,8.8727,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,5,3,0,51.1345,2.1510,50.000,0,1,,0.000,0.000,0.000,0.000,0,-60.00,early,1,0,46.0321,48.2464,51.1350,2.8886,1.7922,0.5000,17.7290,34.5192,-16.7903,8.8727,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
