sessionId,blockIndex,unityApplicationFps,testMode,closeRadius,weapon,phase,phaseStartIso,roundNumber,attemptInRound,roundEnded,timeSinceStartSec,timeSinceLastShotSec,stimulusMs,spikesSinceLastShot,spikeIndexInRound,stuttersMs,stutterMeanMs,stutterSdMs,stutterMinMs,stutterMaxMs,isHit,totalScore,outcome,playerFired,countedByStaircase,trialStartSec,spikeAtSec,firedAtSec,reactionSec,spikeDelaySec,windowSec,hitX,missDistX,towerX,ufoY,side,threshEstimateMs,sd,slopeEstimate,lapseEstimate,cfg_weapon,cfg_unityApplicationFps,cfg_practiceStuttersMs,cfg_swSpikeDelayMinSec,cfg_swSpikeDelayMaxSec,cfg_swWindowSec,cfg_swRespikeMinSec,cfg_swRespikeMaxSec,cfg_swMaxEarlyPerRound,cfg_maxSpikesPerRound,cfg_roundTimeoutSec,cfg_hitPoints,cfg_missPoints,cfg_stimMinMs,cfg_stimMaxMs,cfg_stimCount,cfg_threshMinMs,cfg_threshMaxMs,cfg_threshCount,cfg_slopeMin,cfg_slopeMax,cfg_slopeCount,cfg_lapseMin,cfg_lapseMax,cfg_lapseCount,cfg_guessRate,cfg_maxTrials,cfg_minTrials,cfg_stopSD
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,1,1,1,2.9371,2.9371,450.000,1,1,450.02,450.019,0.000,450.019,450.019,1,100.00,detected,1,0,0.0149,2.8336,2.9424,0.1088,2.3546,0.5000,-8.4807,-11.3878,2.9071,9.3502,Left,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,2,1,1,7.8285,4.8914,300.000,1,1,300.00,300.000,0.000,300.000,300.000,1,200.00,detected,1,0,5.6584,7.6253,7.8289,0.2037,1.6656,0.5000,1.7802,0.3724,1.4077,8.1248,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,1,0,14.0190,6.1905,200.000,1,1,200.00,200.000,0.016,200.000,200.000,0,190.00,late,1,0,10.5452,12.9663,14.0194,1.0531,2.2193,0.5000,8.2137,15.3506,-7.1369,8.0883,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,2,0,16.4516,2.4326,200.000,0,1,,0.000,0.000,0.000,0.000,0,180.00,early,1,0,10.5452,12.9663,16.4522,3.4858,2.2193,0.5000,8.2137,15.3506,-7.1369,8.0883,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,3,0,18.3689,1.9173,200.000,0,1,,0.000,0.000,0.000,0.000,0,170.00,early,1,0,10.5452,12.9663,18.3694,5.4031,2.2193,0.5000,8.2137,15.3506,-7.1369,8.0883,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,4,0,18.9521,0.5832,200.000,0,1,,0.000,0.000,0.000,0.000,0,160.00,early,1,0,10.5452,12.9663,18.9525,5.9862,2.2193,0.5000,8.2137,15.3506,-7.1369,8.0883,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,5,0,19.3195,0.3674,200.000,0,1,,0.000,0.000,0.000,0.000,0,150.00,early,1,0,10.5452,12.9663,19.3200,6.3537,2.2193,0.5000,8.2137,15.3506,-7.1369,8.0883,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,6,0,19.6857,0.3662,200.000,0,1,,0.000,0.000,0.000,0.000,0,140.00,early,1,0,10.5452,12.9663,19.6862,6.7199,2.2193,0.5000,8.2137,15.3506,-7.1369,8.0883,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,7,0,20.0024,0.3167,200.000,0,1,,0.000,0.000,0.000,0.000,0,130.00,early,1,0,10.5452,12.9663,20.0029,7.0366,2.2193,0.5000,8.2137,15.3506,-7.1369,8.0883,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
52,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T14:00:23.3481072-04:00,3,8,0,20.3359,0.3335,200.000,0,1,,0.000,0.000,0.000,0.000,0,120.00,early,1,0,10.5452,12.9663,20.3364,7.3701,2.2193,0.5000,8.2137,15.3506,-7.1369,8.0883,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
