sessionId,blockIndex,unityApplicationFps,testMode,closeRadius,weapon,phase,phaseStartIso,roundNumber,frameIndex,timeSinceStartSec,unscaledDeltaMs,mouseX,mouseY,mouseDeltaX,mouseDeltaY,ufoX,ufoY,towerX,side,leftButtonDown,leftButtonPressed,fireKeyDown,shotFired,shotHitX,stimulusMs,spikeFired,stutterMs,windowOpen,threshEstimateMs,sd,slopeEstimate,lapseEstimate,accuracy,score,cfg_weapon,cfg_unityApplicationFps,cfg_practiceStuttersMs,cfg_amSpikeDelayMinSec,cfg_amSpikeDelayMaxSec,cfg_amWindowMinSec,cfg_amWindowMaxSec,cfg_hitPoints,cfg_missPoints,cfg_stimMinMs,cfg_stimMaxMs,cfg_stimCount,cfg_threshMinMs,cfg_threshMaxMs,cfg_threshCount,cfg_slopeMin,cfg_slopeMax,cfg_slopeCount,cfg_lapseMin,cfg_lapseMax,cfg_lapseCount,cfg_guessRate,cfg_maxTrials,cfg_minTrials,cfg_stopSD
30,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T00:06:27.6306034-04:00,0,0,0.00000,8.7759,2364.84,1337.25,0.000,0.000,-9.7058,3.8102,2.0108,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,8,2.5,3.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
30,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T00:06:27.6306034-04:00,0,1,0.01595,15.9521,2364.84,1337.25,0.000,0.000,-9.7058,3.8102,2.0108,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,8,2.5,3.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
30,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T00:06:27.6306034-04:00,0,2,0.03287,16.9176,2364.84,1337.25,0.000,0.000,-9.7058,3.8102,2.0108,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,8,2.5,3.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
30,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T00:06:27.6306034-04:00,0,3,0.04994,17.0677,2364.84,1337.25,0.000,0.000,-9.7058,3.8102,2.0108,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,8,2.5,3.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
30,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T00:06:27.6306034-04:00,0,4,0.06634,16.4018,2364.84,1337.25,0.000,0.000,-9.7058,3.8102,2.0108,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,8,2.5,3.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
30,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T00:06:27.6306034-04:00,0,5,0.08291,16.5741,2364.84,1337.25,0.000,0.000,-9.7058,3.8102,2.0108,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,8,2.5,3.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
30,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T00:06:27.6306034-04:00,0,6,0.09933,16.4129,2364.84,1337.25,0.000,0.000,-9.7058,3.8102,2.0108,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,8,2.5,3.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
30,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T00:06:27.6306034-04:00,0,7,0.11639,17.0636,2364.84,1337.25,0.000,0.000,-9.7058,3.8102,2.0108,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,8,2.5,3.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
30,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T00:06:27.6306034-04:00,0,8,0.13319,16.8036,2364.84,1337.25,0.000,0.000,-9.7058,3.8102,2.0108,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,8,2.5,3.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
30,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T00:06:27.6306034-04:00,0,9,0.14945,16.2611,2364.84,1337.25,0.000,0.000,-9.7058,3.8102,2.0108,Left,0,0,0,0,0.0000,450.000,0,0.000,0,127.500,71.914,4.500,0.0300,0.0000,0.00,antimatter,60,450;300;200;100;50,2,8,2.5,3.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
