sessionId,blockIndex,blockOrdinal,latinRow,latinOrder,weaponRun,unityApplicationFps,testMode,closeRadius,weapon,phase,phaseStartIso,roundNumber,attemptInRound,roundEnded,timeSinceStartSec,timeSinceLastShotSec,stimulusMs,spikesSinceLastShot,spikeIndexInRound,swallowedPresses,stuttersMs,stutterAtSec,stutterMeanMs,stutterSdMs,stutterMinMs,stutterMaxMs,lastSpikeAtSec,sinceLastSpikeSec,isHit,totalScore,outcome,playerFired,countedByStaircase,trialStartSec,spikeAtSec,firedAtSec,reactionSec,spikeDelaySec,windowSec,hitX,missDistX,towerX,ufoY,side,threshEstimateMs,sd,slopeEstimate,lapseEstimate,cfg_weapon,cfg_unityApplicationFps,cfg_practiceStuttersMs,cfg_practiceRepeatStuttersMs,cfg_swSpikeDelayMinSec,cfg_swSpikeDelayMaxSec,cfg_swWindowSec,cfg_swRespikeMinSec,cfg_swRespikeMaxSec,cfg_swMaxEarlyPerRound,cfg_maxSpikesPerRound,cfg_roundTimeoutSec,cfg_hitPoints,cfg_missPoints,cfg_stimMinMs,cfg_stimMaxMs,cfg_stimCount,cfg_threshMinMs,cfg_threshMaxMs,cfg_threshCount,cfg_slopeMin,cfg_slopeMax,cfg_slopeCount,cfg_lapseMin,cfg_lapseMax,cfg_lapseCount,cfg_guessRate,cfg_maxTrials,cfg_minTrials,cfg_stopSD
7,3,1,3,3;4;2;1,1,500,FrameTimeStutter,5.000,laser,practice,2026-09-21T19:58:36.6037081-04:00,1,1,1,8.3575,8.3575,450.000,2,2,0,450.00;450.00,6.7157;7.8902,450.000,0.000,450.000,450.000,7.8902,0.4718,1,100.00,shot,1,0,0.0094,7.8902,8.3620,,,,-11.9918,0.8435,-12.8353,9.7158,Right,127.500,71.914,4.000,0.0300,laser,500,450;300;200;100;50,450,1.5,3,0.4,1.5,3,1,10,20,100,-10,5,250,40,5,250,60,1,7,10,0,0.06,4,0.222,50,8,5
7,3,1,3,3;4;2;1,1,500,FrameTimeStutter,5.000,laser,practice,2026-09-21T19:58:36.6037081-04:00,2,1,1,13.5659,5.2084,300.000,2,2,0,300.00;300.00,11.7971;13.0205,300.000,0.000,300.000,300.000,13.0205,0.5458,1,200.00,shot,1,0,11.0196,13.0205,13.5663,,,,-13.0155,-1.1843,-11.8312,11.1602,Left,127.500,71.914,4.000,0.0300,laser,500,450;300;200;100;50,450,1.5,3,0.4,1.5,3,1,10,20,100,-10,5,250,40,5,250,60,1,7,10,0,0.06,4,0.222,50,8,5
7,3,1,3,3;4;2;1,1,500,FrameTimeStutter,5.000,laser,practice,2026-09-21T19:58:36.6037081-04:00,3,1,1,16.7436,3.1777,200.000,1,1,0,200.00,16.6741,200.000,0.000,200.000,200.000,16.6741,0.0699,1,300.00,shot,1,0,16.2274,16.6741,16.7440,,,,-22.8785,-4.7292,-18.1493,12.7692,Left,127.500,71.914,4.000,0.0300,laser,500,450;300;200;100;50,450,1.5,3,0.4,1.5,3,1,10,20,100,-10,5,250,40,5,250,60,1,7,10,0,0.06,4,0.222,50,8,5
7,3,1,3,3;4;2;1,1,500,FrameTimeStutter,5.000,laser,practice,2026-09-21T19:58:36.6037081-04:00,4,1,1,24.2501,7.5064,100.000,12,11,0,100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00,18.0216;20.7814;21.4861;22.0366;22.5344;23.0383;23.4935;23.7332;23.9010;24.0211;24.1409;24.2468,100.000,0.000,100.000,100.000,24.2468,,0,290.00,timeout,0,0,19.4035,,,,,,,,-14.9896,12.0559,Left,127.500,71.914,4.000,0.0300,laser,500,450;300;200;100;50,450,1.5,3,0.4,1.5,3,1,10,20,100,-10,5,250,40,5,250,60,1,7,10,0,0.06,4,0.222,50,8,5
7,3,1,3,3;4;2;1,1,500,FrameTimeStutter,5.000,laser,practice,2026-09-21T19:58:36.6037081-04:00,5,1,1,27.9175,3.6674,50.000,17,3,0,50.00;50.00;50.00;50.00;50.00;50.00;50.00;50.00;50.00;50.00;50.00;50.00;50.00;50.00;50.00;50.00;50.00,24.3087;24.3945;24.4900;24.5936;24.7161;24.8030;24.9074;25.0107;25.1218;25.2439;25.3136;25.4107;25.5226;25.6183;26.9781;27.2283;27.4977,50.000,0.003,50.000,50.000,27.4977,0.4201,1,390.00,shot,1,0,26.8590,27.4977,27.9178,,,,-13.7829,4.4963,-18.2791,13.0613,Right,127.500,71.914,4.000,0.0300,laser,500,450;300;200;100;50,450,1.5,3,0.4,1.5,3,1,10,20,100,-10,5,250,40,5,250,60,1,7,10,0,0.06,4,0.222,50,8,5
7,3,1,3,3;4;2;1,1,500,FrameTimeStutter,5.000,laser,main,2026-09-21T19:59:11.4704495-04:00,1,1,1,4.1819,4.1819,99.231,6,6,0,99.23;99.23;99.23;99.23;99.23;99.23,0.7685;1.2583;1.8577;2.4647;3.0498;3.5716,99.231,0.022,99.231,99.231,3.5716,0.6106,1,100.00,shot,1,1,0.0032,3.5716,4.1823,,,,-5.0832,-0.0810,-5.0022,13.3351,Left,94.638,66.463,3.872,0.0296,laser,500,450;300;200;100;50,450,1.5,3,0.4,1.5,3,1,10,20,100,-10,5,250,40,5,250,60,1,7,10,0,0.06,4,0.222,50,8,5
7,3,1,3,3;4;2;1,1,500,FrameTimeStutter,5.000,laser,main,2026-09-21T19:59:11.4704495-04:00,2,1,1,11.5329,7.3510,67.821,10,10,0,67.82;67.82;67.82;67.82;67.82;67.82;67.82;67.82;67.82;67.82,7.0736;7.4582;7.8726;8.1059;8.5618;8.8894;9.3454;9.9251;10.4737;10.9294,67.821,0.000,67.821,67.821,10.9294,0.6039,1,200.00,shot,1,1,6.8393,10.9294,11.5333,,,,7.4096,-0.7575,8.1671,12.7314,Left,66.774,55.801,3.850,0.0291,laser,500,450;300;200;100;50,450,1.5,3,0.4,1.5,3,1,10,20,100,-10,5,250,40,5,250,60,1,7,10,0,0.06,4,0.222,50,8,5
7,3,1,3,3;4;2;1,1,500,FrameTimeStutter,5.000,laser,main,2026-09-21T19:59:11.4704495-04:00,3,1,1,19.8049,8.2720,42.692,6,6,0,42.69;42.69;42.69;42.69;42.69;42.69,14.6812;15.3057;17.7757;18.3921;18.9844;19.3712,42.692,0.010,42.692,42.693,19.3712,0.4340,1,300.00,shot,1,1,14.1915,19.3712,19.8052,,,,-5.7684,2.0595,-7.8279,12.4024,Right,45.691,44.254,3.851,0.0286,laser,500,450;300;200;100;50,450,1.5,3,0.4,1.5,3,1,10,20,100,-10,5,250,40,5,250,60,1,7,10,0,0.06,4,0.222,50,8,5
7,3,1,3,3;4;2;1,1,500,FrameTimeStutter,5.000,laser,main,2026-09-21T19:59:11.4704495-04:00,4,1,1,30.5970,10.7921,30.128,4,4,0,30.13;30.13;30.13;30.13,27.9983;28.4891;30.0321;30.4360,30.128,0.000,30.128,30.128,30.4360,0.1614,1,400.00,shot,1,1,22.4618,30.4360,30.5974,,,,-17.2480,2.7201,-19.9681,13.1699,Right,31.079,32.964,3.879,0.0281,laser,500,450;300;200;100;50,450,1.5,3,0.4,1.5,3,1,10,20,100,-10,5,250,40,5,250,60,1,7,10,0,0.06,4,0.222,50,8,5
