sessionId,participantId,phase,trialIndex,timeSinceStartSec,timeSinceLastShotSec,stimulusMs,spikesSinceLastShot,isHit,totalScore,missDistX,towerX,ufoY,side,threshEstimateMs,posteriorSD,slopeEstimate,cfg_practiceStuttersMs,cfg_hitPoints,cfg_missPoints,cfg_stimMinMs,cfg_stimMaxMs,cfg_stimCount,cfg_threshMinMs,cfg_threshMaxMs,cfg_threshCount,cfg_slopeMin,cfg_slopeMax,cfg_slopeCount,cfg_lapseMin,cfg_lapseMax,cfg_lapseCount,cfg_guessRate,cfg_maxTrials,cfg_minTrials,cfg_stopSD
26,P026,practice,1,1.2226,1.2226,450.000,2,0,-10.00,-11.6826,2.0037,10.2365,Left,127.500,72.154,3.500,450;300;200;100;50,100,-10,5,250,40,5,250,50,1,6,11,0,0.06,4,0.0445,50,8,5
26,P026,practice,2,8.0865,6.8639,300.000,4,0,-20.00,5.7747,-13.8026,10.9645,Right,127.500,72.154,3.500,450;300;200;100;50,100,-10,5,250,40,5,250,50,1,6,11,0,0.06,4,0.0445,50,8,5
26,P026,practice,3,12.4390,4.3524,200.000,2,0,-30.00,-14.4922,-6.3583,11.6935,Left,127.500,72.154,3.500,450;300;200;100;50,100,-10,5,250,40,5,250,50,1,6,11,0,0.06,4,0.0445,50,8,5
