sessionId,blockIndex,unityApplicationFps,phase,roundNumber,frameIndex,timeSinceStartSec,unscaledDeltaMs,mouseX,mouseY,mouseDeltaX,mouseDeltaY,ufoX,ufoY,towerX,side,leftButtonDown,leftButtonPressed,fireKeyDown,stimulusMs,spikeFired,stallMs,threshEstimateMs,sd,slopeEstimate,lapseEstimate,accuracy,score,cfg_unityApplicationFps,cfg_practiceStuttersMs,cfg_hitPoints,cfg_missPoints,cfg_stimMinMs,cfg_stimMaxMs,cfg_stimCount,cfg_threshMinMs,cfg_threshMaxMs,cfg_threshCount,cfg_slopeMin,cfg_slopeMax,cfg_slopeCount,cfg_lapseMin,cfg_lapseMax,cfg_lapseCount,cfg_guessRate,cfg_maxTrials,cfg_minTrials,cfg_stopSD
28,1,60,practice,0,0,0.00000,25.5446,1262.93,421.19,0.000,0.000,-22.4689,2.5668,-1.4807,Left,0,0,0,450.000,0,0.000,127.500,71.914,4.500,0.0300,0.0000,0.00,60,450;300;200;100;50,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.264,50,8,5
28,1,60,practice,0,1,0.01509,15.0926,1262.93,421.19,0.000,0.000,-22.4689,2.5668,-1.4807,Left,0,0,0,450.000,0,0.000,127.500,71.914,4.500,0.0300,0.0000,0.00,60,450;300;200;100;50,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.264,50,8,5
28,1,60,practice,0,2,0.01815,3.0575,1262.93,421.19,0.000,0.000,-22.4689,2.5668,-1.4807,Left,0,0,0,450.000,0,0.000,127.500,71.914,4.500,0.0300,0.0000,0.00,60,450;300;200;100;50,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.264,50,8,5
28,1,60,practice,0,3,0.04175,23.5978,1262.93,421.19,0.000,0.000,-22.4689,2.5668,-1.4807,Left,0,0,0,450.000,0,0.000,127.500,71.914,4.500,0.0300,0.0000,0.00,60,450;300;200;100;50,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.264,50,8,5
28,1,60,practice,0,4,0.05711,15.3602,1262.93,421.19,0.000,0.000,-22.4689,2.5668,-1.4807,Left,0,0,0,450.000,0,0.000,127.500,71.914,4.500,0.0300,0.0000,0.00,60,450;300;200;100;50,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.264,50,8,5
28,1,60,practice,0,5,0.07480,17.6917,1262.93,421.19,0.000,0.000,-22.4689,2.5668,-1.4807,Left,0,0,0,450.000,0,0.000,127.500,71.914,4.500,0.0300,0.0000,0.00,60,450;300;200;100;50,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.264,50,8,5
28,1,60,practice,0,6,0.09137,16.5708,1262.93,421.19,0.000,0.000,-22.4689,2.5668,-1.4807,Left,0,0,0,450.000,0,0.000,127.500,71.914,4.500,0.0300,0.0000,0.00,60,450;300;200;100;50,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.264,50,8,5
28,1,60,practice,0,7,0.10707,15.6956,1262.93,421.19,0.000,0.000,-22.4689,2.5668,-1.4807,Left,0,0,0,450.000,0,0.000,127.500,71.914,4.500,0.0300,0.0000,0.00,60,450;300;200;100;50,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.264,50,8,5
28,1,60,practice,0,8,0.12420,17.1364,1262.93,421.19,0.000,0.000,-22.4689,2.5668,-1.4807,Left,0,0,0,450.000,0,0.000,127.500,71.914,4.500,0.0300,0.0000,0.00,60,450;300;200;100;50,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.264,50,8,5
28,1,60,practice,0,9,0.14093,16.7305,1262.93,421.19,0.000,0.000,-22.4689,2.5668,-1.4807,Left,0,0,0,450.000,0,0.000,127.500,71.914,4.500,0.0300,0.0000,0.00,60,450;300;200;100;50,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.264,50,8,5
28,1,60,practice,0,10,0.15789,16.9608,1262.93,421.19,0.000,0.000,-22.4689,2.5668,-1.4807,Left,0,0,0,450.000,0,0.000,127.500,71.914,4.500,0.0300,0.0000,0.00,60,450;300;200;100;50,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.264,50,8,5
28,1,60,practice,0,11,0.17342,15.5217,1262.93,421.19,0.000,0.000,-22.4689,2.5668,-1.4807,Left,0,0,0,450.000,0,0.000,127.500,71.914,4.500,0.0300,0.0000,0.00,60,450;300;200;100;50,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.264,50,8,5
28,1,60,practice,0,12,0.18787,14.4574,1262.93,421.19,0.000,0.000,-22.4689,2.5668,-1.4807,Left,0,0,0,450.000,0,0.000,127.500,71.914,4.500,0.0300,0.0000,0.00,60,450;300;200;100;50,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.264,50,8,5
28,1,60,practice,0,13,0.20606,18.1852,1262.93,421.19,0.000,0.000,-22.4689,2.5668,-1.4807,Left,0,0,0,450.000,0,0.000,127.500,71.914,4.500,0.0300,0.0000,0.00,60,450;300;200;100;50,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.264,50,8,5
28,1,60,practice,0,14,0.22429,18.2368,1262.93,421.19,0.000,0.000,-22.4689,2.5668,-1.4807,Left,0,0,0,450.000,0,0.000,127.500,71.914,4.500,0.0300,0.0000,0.00,60,450;300;200;100;50,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.264,50,8,5
