sessionId,blockIndex,unityApplicationFps,testMode,closeRadius,weapon,phase,phaseStartIso,roundNumber,attemptInRound,roundEnded,timeSinceStartSec,timeSinceLastShotSec,stimulusMs,spikesSinceLastShot,spikeIndexInRound,stuttersMs,stutterMeanMs,stutterSdMs,stutterMinMs,stutterMaxMs,isHit,totalScore,outcome,playerFired,countedByStaircase,trialStartSec,spikeAtSec,firedAtSec,reactionSec,spikeDelaySec,windowSec,hitX,missDistX,towerX,ufoY,side,threshEstimateMs,sd,slopeEstimate,lapseEstimate,cfg_weapon,cfg_unityApplicationFps,cfg_practiceStuttersMs,cfg_swSpikeDelayMinSec,cfg_swSpikeDelayMaxSec,cfg_swWindowSec,cfg_swRespikeMinSec,cfg_swRespikeMaxSec,cfg_swMaxEarlyPerRound,cfg_maxSpikesPerRound,cfg_roundTimeoutSec,cfg_hitPoints,cfg_missPoints,cfg_stimMinMs,cfg_stimMaxMs,cfg_stimCount,cfg_threshMinMs,cfg_threshMaxMs,cfg_threshCount,cfg_slopeMin,cfg_slopeMax,cfg_slopeCount,cfg_lapseMin,cfg_lapseMax,cfg_lapseCount,cfg_guessRate,cfg_maxTrials,cfg_minTrials,cfg_stopSD
47,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-14T11:51:18.2155676-04:00,1,1,0,3.6540,3.6540,450.000,1,1,450.02,450.018,0.000,450.018,450.018,0,-10.00,late,1,0,0.0152,2.8345,3.6594,0.8249,2.3581,0.5000,14.6501,5.5561,9.0940,8.8201,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
47,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-14T11:51:18.2155676-04:00,1,2,1,8.2606,4.6066,450.000,2,3,450.00;450.00,450.000,0.000,450.000,450.000,1,90.00,detected,1,0,0.0152,7.8567,8.2610,0.4043,1.3465,0.5000,11.4680,2.3740,9.0940,8.8378,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
47,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-14T11:51:18.2155676-04:00,2,1,1,15.0697,6.8091,300.000,1,1,300.00,300.000,0.000,300.000,300.000,1,190.00,detected,1,0,11.6498,14.6832,15.0701,0.3870,2.7275,0.5000,-2.8691,-14.3704,11.5013,8.9322,Left,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
47,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-14T11:51:18.2155676-04:00,3,1,1,21.0400,5.9702,200.000,1,1,200.00,200.000,0.000,200.000,200.000,1,290.00,detected,1,0,18.5201,20.7032,21.0404,0.3372,1.9737,0.5000,0.6642,2.5821,-1.9179,8.2555,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
47,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-14T11:51:18.2155676-04:00,4,1,0,27.5814,6.5414,100.000,1,1,100.00,100.000,0.000,100.000,100.000,0,280.00,late,1,0,24.5067,27.0619,27.5818,0.5200,2.4529,0.5000,15.7971,6.9281,8.8690,7.8714,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
47,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-14T11:51:18.2155676-04:00,4,2,0,32.0036,4.4222,100.000,2,3,100.00;100.00,100.000,0.000,100.000,100.000,0,270.00,late,1,0,24.5067,31.4007,32.0040,0.6033,1.3070,0.5000,4.5518,-4.3171,8.8690,9.0782,Left,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
47,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-14T11:51:18.2155676-04:00,4,3,0,33.8067,1.8032,100.000,1,4,100.00,100.000,0.000,100.000,100.000,0,260.00,late,1,0,24.5067,33.1537,33.8072,0.6535,1.0472,0.5000,4.5518,-4.3171,8.8690,9.0782,Left,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
47,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-14T11:51:18.2155676-04:00,4,4,1,36.2264,2.4196,100.000,1,5,100.00,100.000,0.000,100.000,100.000,1,360.00,detected,1,0,24.5067,35.8733,36.2268,0.3535,1.9579,0.5000,4.5518,-4.3171,8.8690,9.0782,Left,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
47,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-14T11:51:18.2155676-04:00,5,1,1,41.9393,5.7129,50.000,1,1,50.00,50.000,0.000,50.000,50.000,1,460.00,detected,1,0,39.6703,41.4866,41.9398,0.4531,1.7566,0.5000,23.3704,22.1556,1.2148,8.9499,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
47,1,60,FrameTimeStutter,5.000,shockwave,main,2026-09-14T11:52:04.7373801-04:00,1,1,1,2.1980,2.1980,111.795,1,1,111.79,111.795,0.013,111.795,111.795,1,100.00,detected,1,1,0.0163,1.8619,2.1984,0.3365,1.7276,0.5000,12.8705,28.0529,-15.1824,9.2972,Right,113.580,70.874,4.443,0.0297,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
47,1,60,FrameTimeStutter,5.000,shockwave,main,2026-09-14T11:52:04.7373801-04:00,2,1,1,8.7535,6.5556,99.231,1,1,99.23,99.231,0.000,99.231,99.231,1,200.00,detected,1,1,5.6026,8.2845,8.7540,0.4695,2.5755,0.5000,13.2732,6.1224,7.1508,7.7972,Right,100.018,68.379,4.411,0.0293,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
