sessionId,blockIndex,unityApplicationFps,testMode,closeRadius,weapon,phase,phaseStartIso,roundNumber,attemptInRound,roundEnded,timeSinceStartSec,timeSinceLastShotSec,stimulusMs,spikesSinceLastShot,spikeIndexInRound,stuttersMs,stutterMeanMs,stutterSdMs,stutterMinMs,stutterMaxMs,isHit,totalScore,outcome,playerFired,countedByStaircase,trialStartSec,spikeAtSec,firedAtSec,reactionSec,spikeDelaySec,windowSec,hitX,missDistX,towerX,ufoY,side,threshEstimateMs,sd,slopeEstimate,lapseEstimate,cfg_weapon,cfg_unityApplicationFps,cfg_practiceStuttersMs,cfg_swSpikeDelayMinSec,cfg_swSpikeDelayMaxSec,cfg_swWindowSec,cfg_swRespikeMinSec,cfg_swRespikeMaxSec,cfg_swMaxEarlyPerRound,cfg_maxSpikesPerRound,cfg_roundTimeoutSec,cfg_hitPoints,cfg_missPoints,cfg_stimMinMs,cfg_stimMaxMs,cfg_stimCount,cfg_threshMinMs,cfg_threshMaxMs,cfg_threshCount,cfg_slopeMin,cfg_slopeMax,cfg_slopeCount,cfg_lapseMin,cfg_lapseMax,cfg_lapseCount,cfg_guessRate,cfg_maxTrials,cfg_minTrials,cfg_stopSD
51,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T13:57:01.7284506-04:00,1,1,1,2.9705,2.9705,450.000,1,1,450.02,450.019,0.070,450.019,450.019,1,100.00,detected,1,0,0.0159,2.6838,2.9758,0.2920,2.2109,0.5000,-0.4352,-7.8833,7.4481,4.2121,Left,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
51,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T13:57:01.7284506-04:00,2,1,1,8.1969,5.2264,300.000,1,1,300.00,300.000,0.000,300.000,300.000,1,200.00,detected,1,0,5.6768,7.9436,8.1973,0.2537,1.9623,0.5000,-2.7815,9.0930,-11.8746,8.1247,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
51,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T13:57:01.7284506-04:00,3,1,1,13.0206,4.8238,200.000,1,1,200.00,200.000,0.000,200.000,200.000,1,300.00,detected,1,0,10.9343,12.7508,13.0211,0.2703,1.6024,0.5000,18.9269,-1.5965,20.5234,9.4594,Left,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
51,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T13:57:01.7284506-04:00,4,1,1,18.8735,5.8529,100.000,1,1,100.00,100.000,0.000,100.000,100.000,1,400.00,detected,1,0,15.7205,18.4047,18.8740,0.4693,2.5760,0.5000,-11.5803,-24.4062,12.8259,9.5496,Left,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
51,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T13:57:01.7284506-04:00,5,1,0,28.3707,9.4972,50.000,3,3,50.00;50.00;50.00,50.000,0.000,50.000,50.000,0,390.00,late,1,0,21.6070,27.8515,28.3712,0.5197,1.0499,0.5000,1.9446,24.4252,-22.4806,9.3474,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
51,1,60,FrameTimeStutter,5.000,shockwave,practice,2026-09-16T13:57:01.7284506-04:00,5,2,1,33.3406,4.9698,50.000,1,4,50.00,50.000,0.000,50.000,50.000,1,490.00,detected,1,0,21.6070,33.0543,33.3410,0.2867,2.7668,0.5000,-14.2016,8.2790,-22.4806,9.3287,Right,127.500,71.914,4.500,0.0300,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
51,1,60,FrameTimeStutter,5.000,shockwave,main,2026-09-16T13:57:38.7062873-04:00,1,1,1,4.6846,4.6846,111.795,2,2,111.79;111.79,111.795,0.013,111.795,111.795,1,100.00,detected,1,1,0.0170,4.3822,4.6851,0.3028,1.8303,0.5000,0.6034,20.4006,-19.7972,8.9809,Right,113.580,70.874,4.443,0.0297,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
51,1,60,FrameTimeStutter,5.000,shockwave,main,2026-09-16T13:57:38.7062873-04:00,2,1,0,8.5346,3.8500,99.231,0,0,,0.000,0.000,0.000,0.000,0,90.00,early,1,0,7.4013,,8.5352,,,0.5000,-1.4530,19.0286,-20.4816,9.0538,Right,113.580,70.874,4.443,0.0297,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
51,1,60,FrameTimeStutter,5.000,shockwave,main,2026-09-16T13:57:38.7062873-04:00,2,2,1,12.5558,4.0213,99.231,2,2,99.23;99.23,99.231,0.015,99.231,99.231,1,190.00,detected,1,1,7.4013,12.1539,12.5563,0.4024,1.0115,0.5000,-15.6426,4.8390,-20.4816,9.8582,Right,100.018,68.379,4.411,0.0293,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
51,1,60,FrameTimeStutter,5.000,shockwave,main,2026-09-16T13:57:38.7062873-04:00,3,1,0,18.4517,5.8958,86.667,1,1,86.67,86.667,0.000,86.667,86.667,0,180.00,late,1,1,15.2731,17.8484,18.4521,0.6037,2.4720,0.5000,-0.0966,15.2066,-15.3032,9.4012,Right,150.641,58.356,4.455,0.0310,shockwave,60,450;300;200;100;50,1.5,3,0.5,1,2,1,10,0,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.556,50,8,5
