sessionId,blockIndex,unityApplicationFps,testMode,closeRadius,weapon,phase,phaseStartIso,roundNumber,timeSinceStartSec,timeSinceLastShotSec,stimulusMs,spikesSinceLastShot,stuttersMs,stutterMeanMs,stutterSdMs,stutterMinMs,stutterMaxMs,isHit,totalScore,outcome,playerFired,countedByStaircase,trialStartSec,spikeAtSec,firedAtSec,reactionSec,spikeDelaySec,windowSec,hitX,missDistX,towerX,ufoY,side,threshEstimateMs,sd,slopeEstimate,lapseEstimate,cfg_weapon,cfg_unityApplicationFps,cfg_practiceStuttersMs,cfg_amSpikeDelayMinSec,cfg_amSpikeDelayMaxSec,cfg_amWindowMinSec,cfg_amWindowMaxSec,cfg_hitPoints,cfg_missPoints,cfg_stimMinMs,cfg_stimMaxMs,cfg_stimCount,cfg_threshMinMs,cfg_threshMaxMs,cfg_threshCount,cfg_slopeMin,cfg_slopeMax,cfg_slopeCount,cfg_lapseMin,cfg_lapseMax,cfg_lapseCount,cfg_guessRate,cfg_maxTrials,cfg_minTrials,cfg_stopSD
41,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T17:57:21.5249219-04:00,1,1.4500,1.4500,450.000,0,,0.000,0.000,0.000,0.000,0,-10.00,early,1,0,0.0153,,1.4668,,4.7049,1.7795,-10.8578,-9.4877,-1.3701,9.8076,Left,127.500,71.914,4.500,0.0300,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
41,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T17:57:21.5249219-04:00,2,5.1717,3.7217,300.000,0,,0.000,0.000,0.000,0.000,0,-20.00,early,1,0,5.1556,,5.1721,,3.6371,2.4363,-14.3893,3.3755,-17.7649,9.9339,Right,127.500,71.914,4.500,0.0300,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
41,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T17:57:21.5249219-04:00,3,9.1061,3.9344,200.000,0,,0.000,0.000,0.000,0.000,0,-30.00,early,1,0,8.8728,,9.1070,,3.6573,1.7953,2.2249,-10.5747,12.7996,9.7692,Left,127.500,71.914,4.500,0.0300,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
41,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T17:57:21.5249219-04:00,4,12.8554,3.7493,100.000,0,,0.000,0.000,0.000,0.000,0,-40.00,early,1,0,12.8062,,12.8559,,4.3736,1.7502,-5.4206,-26.4402,21.0196,10.3726,Left,127.500,71.914,4.500,0.0300,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
41,1,60,FrameTimeStutter,6.000,antimatter,practice,2026-08-31T17:57:21.5249219-04:00,5,17.7077,4.8522,50.000,0,,0.000,0.000,0.000,0.000,0,-50.00,early,1,0,16.5416,,17.7082,,3.5013,2.4896,-9.3258,1.4030,-10.7288,9.4355,Right,127.500,71.914,4.500,0.0300,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
41,1,60,FrameTimeStutter,6.000,antimatter,main,2026-08-31T17:57:43.4520765-04:00,1,5.3213,5.3213,111.795,1,111.81,111.812,0.012,111.812,111.812,1,100.00,detected,1,1,0.0169,4.0288,5.3217,1.2929,3.8920,2.4439,-0.9733,-2.1048,1.1315,10.8435,Left,111.145,70.408,4.433,0.0296,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
41,1,60,FrameTimeStutter,6.000,antimatter,main,2026-08-31T17:57:43.4520765-04:00,2,15.4073,10.0860,99.231,1,99.23,99.231,0.015,99.231,99.231,1,200.00,detected,1,1,9.0219,14.8542,15.4077,0.5536,5.7319,1.6662,-6.7544,-10.8564,4.1020,9.4166,Left,95.586,66.851,4.403,0.0292,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
41,1,60,FrameTimeStutter,6.000,antimatter,main,2026-08-31T17:57:43.4520765-04:00,3,20.1751,4.7679,80.385,0,,0.000,0.000,0.000,0.000,0,190.00,early,1,0,19.1080,,20.1756,,4.4649,1.9537,17.6978,3.9197,13.7781,9.4714,Right,95.586,66.851,4.403,0.0292,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
41,1,60,FrameTimeStutter,6.000,antimatter,main,2026-08-31T17:57:43.4520765-04:00,4,24.2412,4.0661,80.385,0,,0.000,0.000,0.000,0.000,0,180.00,early,1,0,23.8586,,24.2417,,3.4554,1.8347,-8.9568,11.4928,-20.4495,9.6543,Right,95.586,66.851,4.403,0.0292,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
41,1,60,FrameTimeStutter,6.000,antimatter,main,2026-08-31T17:57:43.4520765-04:00,5,30.5949,6.3537,80.385,1,80.38,80.385,0.014,80.385,80.385,1,280.00,detected,1,1,27.9454,30.1257,30.5954,0.4697,2.0910,1.9339,6.5202,-3.1025,9.6226,8.4474,Left,81.142,62.192,4.393,0.0288,antimatter,60,450;300;200;100;50,2,6,1.5,2.5,100,-10,5,250,40,5,250,60,1,8,11,0,0.06,4,0.5,50,8,5
